PlayerId	Team	Since	Till
4014	Dashing Buffalo	2019-05-31	2020
4014	CERBERUS	2020-05-15	2023-11-19
4015	Young Buffalo	2020-11-26	2023-11-19
4015	Saigon Buffalo	2020-11-26	2022
4015	CNJ Esports	2022-11-30	2023
4015	Saigon Buffalo	2023-02-09	2023
4015	Team Whales	2023-05-20	2023-11-19
4016	Young Buffalo	2020-11-26	2023-11-19
4016	Saigon Buffalo	2020-11-26	2021
4016	Genius Esports	2022-04-27	2022
4017	Young Buffalo	2020-11-26	2023-11-19
4017	Saigon Buffalo	2020-11-26	2022
4017	Team Secret	2022-03-16	2022
4017	Team Whales	2022-05-12	2022
4018	Saigon Buffalo	2020-05-17	2020
4018	GAM Esports	2020-12-01	2023
4019	FTV Esports	2018-12-27	2020
4019	Saigon Buffalo	2020-05-18	2020
4019	Burst The Sky	2020-09-06	2020
4020	Phong Vũ Buffalo	2018-05-21	2019
4020	Saigon Buffalo	2019-05-31	2020
4020	Team Flash	2020-12-07	2021
4021	Young Buffalo	2020-11-26	2023-11-19
4021	Saigon Buffalo	2020-02-29	2020
4021	Saigon Buffalo	2020-08-02	2021
4021	Team Secret	2021-03-10	2021
4022	Sky Gaming	2018-02-25	2019
4022	Team Flash	2019-05-31	2020
4022	Saigon Buffalo	2020-02-29	2020
4022	Genius Esports	2021-04-02	2022
4024	e.Hub United	2017-05-11	2017
4024	Hall of Fame	2017-12-23	2018
4024	Phong Vũ Buffalo	2018-05-21	2019
4024	Dashing Buffalo	2019-05-31	2019
4024	CERBERUS	2019-11-15	2021
4024	Team Secret	2021-11-08	2023
4024	Team Secret	2023-05-22	2023-11-19
4025	Dashing Buffalo	2020-01-06	2020
4025	OverPower	2020-04-28	2020
4025	Genius Esports	2021-04-02	2021
4025	SBTC Esports	2021-10-26	2022
4025	Team Secret	2022-01-06	2023
4025	SBTC Esports	2023-05-22	2023
4026	Dashing Buffalo	2020-01-06	2020
4027	Dashing Buffalo	2020-01-06	2020
4028	Saigon Fantastic Five	2015-03-19	2015
4028	Box Gaming		2023-11-19
4028	V Gaming Adonis	2020-03-08	2020
4028	Saigon Buffalo	2020-05-17	2020
4028	New Generation	2020-06-21	2020
4029	GAM Esports	2018-05-21	2020
4029	Saigon Buffalo	2020-05-26	2020
4029	Burst The Sky	2021-01-06	2021
4030	Saigon Buffalo	2022-01-09	2022
4030	CNJ Esports	2022-11-30	2022
4030	Team Secret Academy	2023-08-31	2023-11-19
4031	Saigon Buffalo	2022-01-09	2022
4031	CNJ Esports	2022-11-30	2023
4031	Saigon Buffalo	2023-02-09	2023
4031	CERBERUS	2023-06-04	2023-11-19
4032	Team Flash	2020-02-29	2020
4032	CERBERUS	2020-11-04	2023
4032	Saigon Buffalo	2023-05-25	2023
4033	Dashing Buffalo	2020-01-06	2020
4033	OverPower	2020-04-28	2020
4033	Genius Esports	2021-04-02	2021
4033	SBTC Esports	2021-10-26	2022
4033	Team Secret	2022-01-06	2023
4033	SBTC Esports	2023-05-22	2023
4034	Saigon Mongaming	2016-05-16	2016
4034	Next Gen Esports	2016-12-05	2017
4034	e.Hub United	2017-05-11	2023-11-19
4034	FTV Esports	2018-01-12	2023-11-19
4034	Cherry Esports	2018-11-05	2019
4034	FTV Esports	2020-02-29	2020
4035	Cherry Esports	2017-12-28	2018
4035	Friends Forever	2018-04-16	2018
4035	FTV Esports	2018-12-27	2020
4035	Team Secret	2020-05-12	2021
4036	Hanoi Phoenix	2014-10-22	2015
4036	ZOTAC United	2016-05-16	2023-11-19
4036	Boba Marines	2016-07-07	2016
4036	Friends Forever	2017-12-26	2023-11-19
4036	Cherry Esports	2017-12-28	2018
4036	Friends Forever	2018-04-16	2018
4036	MEGA	2018-06-20	2018
4036	CERBERUS	2018-12-17	2019
4036	FTV Esports	2019-11-15	2020
4036	Academy SBTC	2020-07-27	2023-11-19
4036	Academy SBTC	2020-07-27	2020
4037	e.Hub United	2016-12-16	2023-11-19
4037	FTV Esports	2018-01-12	2020
4037	V Gaming	2020-06-23	2023-11-19
4038	Sky Gaming	2018-07-31	2023-11-19
4038	FTV Esports	2018-07-31	2020
4038	V Gaming	2020-06-30	2023-11-19
4039	FTV Esports	2020-05-03	2023-11-19
4040	Bifrost	2020-06-08	2020
4040	Domino esports	2020-08-25	2020
4040	Rich Gang	2020-12-15	2020
4040	Rich Gang	2021-06-14	2022
4040	NYYRIKKI	2022-05-19	2022
4040	Domino esports	2022-08-18	2022
4040	Riddle Esports	2023-01-12	2023
4040	We Love Gaming	2023-05-29	2023
4041	Celestial Gaming	2016-08-25	2017
4041	nDurance Gaming	2016-12-12	2017
4041	Polite and Mature		2023-11-19
4041	Nordavind	2018-08-10	2020
4041	Racoon	2020-01-14	2020
4041	Racoon	2020-05-16	2020
4041	Nordavind	2020-08-28	2020
4041	Nordavind Black	2020-10-09	2020
4041	DayDreamers	2020-12-15	2021
4041	GGEsports	2021-01-09	2021
4041	Axolotl	2021-05-14	2021
4041	Riddle Esports	2021-08-23	2021
4041	aNc Outplayed	2022-01-10	2022
4041	Riddle NO	2022-01-17	2022
4041	Cyberground	2022-06-02	2022
4041	Riddle NO	2022-08-15	2022
4041	Vanir	2022-12-22	2023
4041	DREN Esports	2023-08-09	2023
4042	Riddle Esports	2017-01-23	2023-11-19
4042	Riddle Esports	2018-01-28	2018
4042	Riddle Esports	2018-06-08	2018
4042	Nordavind	2018-08-10	2020
4042	Riddle Esports	2020-01-04	2020
4042	Nordavind	2020-02-07	2020
4042	Nordavind Talent	2020-06-04	2020
4042	Nordavind White	2020-10-07	2020
4042	Bifrost	2021-01-10	2021
4042	Riddle NO	2022-01-16	2022
4042	Verdant	2022-05-31	2023-11-19
4042	Rich Gang	2022-09-25	2023
4042	Lazy In Life	2023-01-28	2023
4043	Nordavind Talent	2020-06-04	2020
4043	Vanir	2020-08-27	2021
4043	Nordavind Talent	2021-01-06	2021
4043	00 Nation	2021-10-22	2021
4043	Guasones	2021-12-28	2022
4043	Lille Esport	2023-01-06	2023
4044	Domino esports	2021-01-11	2021
4044	Vanir	2021-05-04	2021
4044	Rich Gang	2022-06-19	2022
4045	Bifrost	2020-06-08	2021
4045	Nordavind Talent	2021-01-06	2021
4045	00 Prospects	2021-11-23	2021
4045	Domino esports	2022-01-03	2022
4045	Riddle Esports	2022-05-26	2022
4045	Riddle NO	2022-08-15	2022
4045	Domino esports	2023-01-18	2023
4046	Vanir	2021-01-13	2021
4046	Riddle Esports	2021-08-07	2021
4046	Domino esports	2022-08-19	2022
4046	Riddle NO	2023-01-31	2023
4047	KAOS e-sport	2021-09-21	2022
4047	Lotus Gaming	2023-05-24	2023
4047	KAOS e-sport	2023-08-27	2023-11-19
4048	Celestial Gaming	2018-10-27	2020
4048	Viking Esports	2020-01-04	2020
4048	KAOS e-sport	2021-01-09	2021
4048	Bifrost	2021-08-28	2021
4048	KAOS e-sport	2021-12-13	2023
4048	Riddle NO	2023-01-31	2023
4048	KAOS e-sport	2023-08-27	2023-11-19
4049	Team 7AM	2022-06-02	2022
4049	Lazy In Life	2023-01-28	2023-11-19
4050	Fact Revolution	2019-01-16	2019
4050	Fact Revolution	2020-05-18	2020
4050	Wizard esports	2020-08-27	2021
4050	Domino esports	2021-08-24	2022
4051	Wizard esports	2020-08-27	2021
4051	KAOS e-sport	2021-05-25	2022
4051	Lazy In Life	2023-06-15	2023
4052	KaBuM! Esports	2019-11-01	2019
4052	CNB Infinity	2020-05-19	2023-11-19
4052	INTZ	2020-05-25	2020
4052	Vorax Liberty Academy	2020-12-05	2021
4052	Liberty Academy	2021-12-15	2022
4052	paiN Academy	2022-12-13	2023-11-19
4053	Fluxo Academy	2023-05-24	2023-11-19
4054	Fluxo Academy	2022-12-14	2023
4055	FURIA Academy	2020-07-24	2021
4055	RED Academy	2021-12-16	2022
4055	RED Canids	2022-03-26	2022
4055	RED Academy	2022-06-03	2023
4055	FURIA	2023-05-11	2023-11-19
4056	FURIA Academy	2020-07-24	2022
4056	FURIA	2022-06-11	2023-11-19
4057	2Kill Gaming	2018-01-18	2023-11-19
4057	KaBuM! Esports	2019-10-09	2020
4057	Flamengo Esports	2020-12-08	2022
4057	Flamengo Los Grandes	2022-05-23	2022
4057	LOUD Academy	2022-12-14	2023
4057	FURIA	2023-05-12	2023-11-19
4058	FURIA Academy	2022-07-08	2023
4058	FURIA	2023-02-17	2023-11-19
4059	FURIA Academy	2021-06-22	2022
4059	Los Grandes	2022-12-14	2023
4059	FURIA	2023-05-10	2023-11-19
4060	LOUD Academy	2022-05-30	2022
4060	RED Canids	2023-05-19	2023-11-19
4061	RED Canids	2018-05-23	2022
4061	RED Academy	2018-06-01	2023-11-19
4061	Vivo Keyd Stars	2022-12-08	2023-11-19
4062	IDM Gaming	2018-11-23	2018
4062	Havan Academy	2019-07-06	2023-11-19
4062	Uppercut esports	2019-10-08	2019
4062	FURIA	2019-12-10	2020
4062	Cruzeiro eSports	2020-12-13	2021
4062	Cruzeiro Academy	2021-03-09	2021
4062	E-Flix eSports	2021-03-23	2021
4062	INTZ	2021-05-20	2021
4062	Flamengo Academy	2021-12-16	2022
4062	Flamengo Esports	2022-02-26	2022
4062	Flamengo Los Grandes	2022-05-23	2022
4062	FLA Los Grandes Academy	2022-06-13	2022
4062	Flamengo Los Grandes	2022-07-08	2022
4062	VKS Academy	2022-12-14	2023-11-19
4063	All Knights	2021-01-13	2021
4063	LOUD Academy	2021-12-16	2022
4063	KaBuM! Academy	2022-12-12	2023-11-19
4064	Flamengo Academy	2021-05-25	2022
4064	FLA Los Grandes Academy	2022-05-23	2022
4064	KaBuM! Academy	2022-12-12	2023-11-19
4065	Flamengo Academy	2020-12-16	2021
4065	KaBuM! Academy	2021-06-14	2022
4065	KaBuM! Esports	2022-12-12	2023
4065	KaBuM! Academy	2023-05-19	2023
4065	KaBuM! Esports	2023-07-11	2023-11-19
4066	KaBuM! Academy	2020-12-16	2023-11-19
4067	Redemption POA	2020-01-24	2020
4067	KaBuM! Academy	2020-12-16	2021
4067	KaBuM! Esports	2021-05-18	2023
4067	KaBuM! Academy	2023-03-06	2023-11-19
4068	Liberty Academy	2021-12-15	2023-11-19
4069	Vorax Liberty Academy	2020-12-10	2021
4069	Liberty Academy	2021-12-15	2022
4069	Liberty	2022-05-06	2023
4069	Liberty Academy	2023-05-23	2023-11-19
4070	Rise Gaming Female	2023-01-28	2023-11-19
4071	Coven	2023-05-18	2023
4071	Rise Gaming Female	2023-06-27	2023-11-19
4072	Rise Gaming Female	2023-01-28	2023-11-19
4073	Coven	2023-03-30	2023
4073	Rise Gaming Female	2023-06-27	2023-11-19
4074	Rise Gaming Female	2023-06-27	2023-11-19
4075	Coven	2023-03-30	2023-11-19
4076	Coven	2023-03-30	2023-11-19
4077	Coven	2023-06-29	2023-11-19
4078	Coven	2023-03-30	2023-11-19
4079	Rensga Academy	2022-06-06	2022
4079	Rensga Esports	2022-07-01	2022
4079	Malvinas Rise	2023-05-23	2023-11-19
4080	Team oNe eSports	2019-11-15	2019
4080	Flamengo Esports	2019-12-12	2020
4080	Flamengo Esports	2020-04-07	2020
4080	Team oNe eSports	2020-05-28	2020
4080	Flamengo Academy	2020-12-16	2021
4080	Flamengo Esports	2021-12-06	2022
4080	Flamengo Los Grandes	2022-05-23	2022
4080	Malvinas Rise	2023-05-23	2023-11-19
4081	ProGaming Esports	2017-11-07	2019
4081	Vorax Liberty Academy	2020-12-05	2021
4081	Flamengo Academy	2021-12-16	2022
4081	FLA Los Grandes Academy	2022-05-23	2022
4082	Havan Liberty	2018-12-21	2020
4082	Havan Academy	2018-12-21	2019
4082	RED Academy	2020-12-18	2021
4082	Flamengo Academy	2021-06-10	2021
4082	Flamengo Esports	2021-12-06	2022
4082	Flamengo Los Grandes	2022-05-23	2022
4082	Globant Emerald	2023-06-29	2023
4083	FURIA Academy	2021-12-15	2023
4084	RED Academy	2021-12-16	2022
4084	VKS Academy	2022-12-14	2023-11-19
4085	INTZ Academy	2021-12-13	2022
4085	Rensga Esports	2022-07-01	2022
4085	INTZ Academy	2022-12-13	2023
4085	VKS Academy	2023-06-30	2023-11-19
4086	Falkol Academy	2019-07-06	2020
4086	Falkol	2020-06-29	2020
4086	INTZ Academy	2021-05-20	2021
4087	Havan Academy	2020-04-11	2020
4087	Havan Liberty	2020-06-03	2020
4087	FURIA	2020-12-03	2021
4087	FURIA Academy	2021-03-02	2021
4087	FURIA	2021-05-24	2021
4087	Axolotl	2021-12-28	2022
4087	LOUD Academy	2022-05-30	2023
4088	FURIA Academy	2023-05-24	2023-11-19
4089	First Blood Crusade	2020-01-18	2020
4089	Vexo eSports	2021-06-30	2021
4089	Third Party	2022-01-04	2022
4089	Tempest Gaming	2022-09-19	2022
4089	Native Gaming	2023-01-15	2023
4089	CCG Esports	2023-06-09	2023-11-19
4091	Dramatik Royal	2019-02-09	2023-11-19
4091	Team Death Knights	2023-03-01	2023
4091	Chaotic Solar	2023-06-08	2023
4091	Contingent Esports	2023-09-23	2023-11-19
4092	Contingent Esports	2023-01-26	2023-11-19
4093	Tempo Storm	2017-07-27	2023-11-19
4093	eUnited	2017-07-28	2023-11-19
4093	MLGB E-SPORTS		2023-11-19
4093	GG Academy	2017-12-13	2018
4093	Tectonic	2018-08-02	2023-11-19
4093	Supernova	2018-12-24	2019
4093	Maryville University	2019-03-12	2021
4093	Aquinas College	2022-01-29	2022
4093	Supernova	2022-04-22	2022
4093	Harrisburg	2022-08-26	2023-11-19
4094	Lotus Exiles	2023-01-26	2023
4095	ConViction	2022-09-19	2022
4095	Lotus Exiles	2023-01-26	2023
4095	The Northern Front	2023-03-01	2023
4095	Akuma Scythes	2023-06-08	2023
4095	Final Form	2023-07-12	2023
4096	Glaive Esports Prime	2021-06-17	2021
4096	Glaive Esports Prime	2022-01-08	2022
4097	ConViction	2022-05-13	2022
4097	ConViction	2022-09-25	2022
4097	ConViction	2023-03-01	2023
4097	CB Gaming	2023-04-30	2023
4098	Team Fracture	2022-05-12	2022
4098	RAGE	2022-06-24	2022
4098	CB Gaming	2023-04-30	2023
4099	AOE Soupy Time	2022-06-25	2022
4099	Des Moines DMG	2023-01-26	2023
4099	Single Target Healing	2023-06-09	2023
4099	WANG DYNASTY	2023-07-13	2023
4100	Cosa Gamers	2023-06-10	2023-11-19
4101	Mirage Esports	2018-02-09	2018
4101	Mirage Esports	2018-09-08	2018
4101	Mirage Esports	2019-02-07	2019
4101	Team Clarity	2019-02-25	2023-11-19
4101	Mirage Esports	2019-05-14	2019
4101	Harrisburg	2019-08-26	2020
4101	Orgless	2020-04-07	2020
4101	Empyreans	2020-04-17	2020
4101	World Class Empyreans	2020-06-02	2020
4101	C9 Amateur	2020-12-02	2021
4101	AOE Dream	2021-10-07	2021
4101	C9 Academy	2022-01-18	2022
4101	Harrisburg	2022-02-01	2023
4101	DK Crew	2022-05-20	2022
4101	Taco Gaming	2022-06-24	2022
4101	Miracle	2023-06-09	2023
4101	Team Coachify	2023-07-14	2023
4101	Lotus Exiles	2023-09-21	2023-11-19
4102	COGnitive Gaming	2014-07-07	2014
4102	Final Five	2014-10-24	2014
4102	Winterfox	2015-01-07	2023-11-19
4102	BrawL.NA	2015-01-13	2015
4102	Dadslammers	2015-03-04	2015
4102	Magnetic	2015-04-05	2015
4102	Enemy	2016-01-20	2023-11-19
4102	Team Ares	2015-11-03	2015
4102	Frank Fang Gaming	2016-06-03	2023-11-19
4102	Eanix	2016-06-03	2016
4102	Tainted Minds	2016-12-01	2017
4102	TL Academy	2017-04-26	2023-11-19
4102	Harrisburg	2019-01-15	2020
4102	Emissary Esports	2019-07-01	2019
4102	Grand View	2020-08-24	2021
4102	Zenith Esports	2020-11-17	2020
4102	Harrisburg	2021-01-14	2023
4102	DK Crew	2022-05-20	2022
4102	DK Crew	2022-06-25	2022
4102	Blue Otter	2023-07-13	2023
4102	Lotus Exiles	2023-09-21	2023-11-19
4103	Mirage Esports	2019-02-07	2019
4103	Team Clarity	2019-02-25	2023-11-19
4103	Zenith Esports	2019-05-30	2019
4103	SN Sentinels	2019-07-09	2019
4103	Lowkey Esports	2019-12-07	2020
4103	Orgless	2020-01-23	2020
4103	Orgless	2020-04-07	2020
4103	Empyreans	2020-04-17	2020
4103	World Class Empyreans	2020-06-02	2020
4103	TBA	2020-09-17	2020
4103	ANEW Blaze	2021-01-03	2021
4103	Redemption Arc	2021-01-20	2021
4103	C9 Amateur	2021-06-28	2023-11-19
4103	AOE Dinka LFGF	2021-09-21	2021
4103	AOE Dream	2021-10-07	2021
4103	Ginger Turmeric	2022-02-11	2022
4103	AOE Ginger Turmeric	2022-04-21	2022
4103	Taco Gaming	2022-05-21	2022
4103	St. Thomas	2022-06-29	2022
4103	TL First	2022-12-21	2023
4103	Miracle	2023-06-09	2023
4103	Team Coachify	2023-07-14	2023
4103	Lotus Exiles	2023-09-21	2023-11-19
4104	LoL Academia	2018-06-21	2018
4104	Columbia College	2018-08-08	2022
4104	Zenith Esports	2019-05-30	2019
4104	SN Sentinels	2019-07-15	2019
4104	Empyreans	2020-04-17	2020
4104	World Class Empyreans	2020-06-02	2020
4104	SSFW	2021-01-06	2021
4104	Redemption Arc	2021-01-20	2021
4104	Wichita Wolves	2021-04-07	2023-11-19
4104	Supernova	2021-05-17	2021
4104	SSFW	2021-09-21	2021
4104	Taco Gaming	2022-02-12	2022
4104	Apex Gigachad	2022-05-14	2022
4104	Taco Gaming	2022-05-21	2022
4104	St. Thomas	2022-06-29	2022
4104	St. Thomas	2022-09-28	2022
4104	TL First	2022-12-21	2023
4104	Miracle	2023-06-09	2023
4104	Team Coachify	2023-07-14	2023
4104	Lotus Exiles	2023-09-21	2023-11-19
4105	Peak Performance Y	2021-01-10	2021
4105	ConViction	2021-01-20	2021
4105	Zodiac Esports	2021-06-17	2023-11-19
4105	SV Champions	2021-07-20	2021
4105	Wildcard Gaming	2021-09-29	2021
4105	Team Ambition	2022-01-07	2022
4105	AOE Randoms	2022-05-15	2022
4105	CB Gaming	2023-01-08	2023
4105	Ole Miss	2023-01-28	2023-11-19
4105	Mirage Alliance	2023-02-24	2023
4105	Froggy Five	2023-06-10	2023
4106	Arizona State	2020-10-24	2023-11-19
4106	Empyreans	2020-04-24	2020
4106	Bethany Lutheran	2020-10-15	2023-11-19
4106	Ottawa University	2022-01-26	2022
4106	Ego Geniuses	2022-05-18	2022
4106	Native Gaming	2022-11-22	2023
4106	Ole Miss	2023-02-01	2023-11-19
4107	Contingent Esports	2023-01-26	2023
4107	Apex MI	2023-06-09	2023
4108	Wildcard Gaming	2021-09-21	2021
4108	WC Developmental	2021-10-10	2021
4108	Wildcard Aces	2022-01-08	2022
4108	Team Fish Taco	2022-05-13	2022
4108	ImPerium Vancuverii	2022-07-15	2022
4108	Team Coachify	2023-07-14	2023
4109	Pulse Esports	2013-06-07	2023-11-19
4109	EG Academy	2021-12-14	2022
4109	Dignitas Academy	2022-12-16	2023
4109	DIG Challengers	2023-01-11	2023
4110	Glorious Gaming	2020-04-13	2020
4110	4Elements Esports	2020-12-08	2021
4110	Enclave	2021-06-02	2021
4110	Cosmic Vipers	2021-09-17	2021
4110	Cosmic Wolf	2021-10-06	2021
4110	Cyber Wolves	2021-12-05	2023
4110	Cosmic Wolf	2022-06-09	2022
4110	LXM	2023-01-27	2023
4110	Blue Otter	2023-06-08	2023
4110	Clown Gaming	2023-09-19	2023-11-19
4111	AOE Soupy Time	2022-06-25	2022
4111	Des Moines DMG	2023-01-26	2023
4111	Single Target Healing	2023-06-09	2023
4112	Sea Dogs	2023-03-01	2023
4113	Striking Vipers	2021-04-02	2021
4113	Chilly Chipmunks	2021-05-16	2021
4113	AOE Randoms	2022-05-15	2022
4113	Team Fish Taco	2022-06-23	2022
4113	Single Target Healing	2023-06-09	2023
4114	Sea Dogs	2023-03-01	2023
4115	Striking Vipers	2021-01-09	2021
4115	SV Champions	2021-06-24	2023-11-19
4115	Zenigma Eclipse	2022-02-11	2022
4115	University of NA	2022-05-09	2022
4115	Miracle	2023-03-02	2023
4115	Supernova	2023-06-06	2023
4115	Apex MI	2023-07-13	2023
4115	Gentle Hearts	2023-09-04	2023-11-19
4116	SCAD	2022-12-02	2023-11-19
4117	Texas Tech	2017-08-17	2020
4117	Texas Tech	2020-05-13	2021
4117	SCAD	2022-04-12	2023-11-19
4117	Zenigma Solar	2022-06-09	2022
4118	St. Clair College	2022-08-18	2023-11-19
4119	Tempest Gaming	2023-03-02	2023-11-19
4120	Rise Gaming Female	2022-07-06	2023-11-19
4120	Malvinas Rise	2023-05-23	2023-11-19
4121	paiN Female	2023-05-17	2023-11-19
4122	Miners Female	2022-10-13	2023
4122	paiN Female	2023-03-29	2023-11-19
4122	paiN Academy	2023-06-10	2023-11-19
4123	Coven	2023-05-18	2023
4123	paiN Female	2023-06-29	2023-11-19
4124	Rise Gaming Female	2022-07-06	2023
4124	paiN Female	2023-06-29	2023-11-19
4125	paiN Female	2022-10-12	2023-11-19
4126	AceZone e-Sports	2013-05-04	2013
4126	PeesPlay Gaming	2013-07-03	2013
4126	PeesPlay Gaming	2013-08-06	2013
4126	Action Team eSports	2013-08-28	2023-11-19
4126	RMA e-Sports	2014-02-21	2023-11-19
4126	Team United	2014-04-17	2014
4126	INTZ	2014-06-20	2014
4126	CNB e-Sports Club	2015-01-10	2016
4126	Keyd Stars	2016-12-08	2017
4126	ProGaming Esports	2017-09-11	2018
4126	paiN Gaming	2018-04-27	2019
4126	Flamengo Esports	2019-12-12	2020
4126	CNB e-Sports Club	2021-01-17	2023-11-19
4126	paiN Gaming	2023-05-18	2023-11-19
4126	paiN Female	2023-05-18	2023-11-19
4127	AceZone e-Sports	2013-11-21	2014
4127	Dai Dai Gaming	2014-12-10	2015
4127	Keyd Warriors	2015-02-02	2015
4127	Brave e-Sports	2015-12-02	2017
4127	Team oNe eSports	2017-11-04	2017
4127	IDM Gaming	2017-11-22	2018
4127	Havan Liberty	2018-12-21	2019
4127	Santos e-Sports	2019-12-17	2020
4127	paiN Academy	2021-05-25	2023-11-19
4128	Wygers Argentina	2020-08-06	2020
4128	Leviatan	2020-11-09	2020
4128	EBRO	2020-12-18	2021
4128	KLG Academy	2021-10-24	2021
4128	Newstar	2022-01-23	2022
4128	Coven	2023-09-24	2023-11-19
4129	Newstar	2021-05-14	2021
4129	Maycam Evolve	2022-02-22	2022
4129	Los Grandes Academy	2023-01-19	2023-11-19
4129	Coven	2023-05-18	2023-11-19
4130	Miners Female	2023-03-28	2023-11-19
4131	Miners Female	2023-06-27	2023-11-19
4132	Rise Gaming Female	2022-07-21	2022
4132	Miners Female	2022-10-13	2023-11-19
4133	KLG Academy	2021-05-19	2021
4133	Maze Gaming	2022-05-16	2023-11-19
4133	Miners Female	2022-10-13	2022
4133	Miners Female	2023-03-28	2023-11-19
4134	Miners Female	2022-10-13	2023-11-19
4135	KaBuM! Esports		2023-11-19
4135	paiN Academy	2020-12-15	2021
4135	Miners Academy	2021-12-14	2022
4135	Miners	2022-06-03	2022
4135	Miners Female	2022-10-13	2022
4135	VKS Academy	2022-12-14	2023
4135	Miners Female	2023-03-30	2023-11-19
4136	Doxa Gaming		2023-11-19
4136	SAMCLAN Esports	2019-01-07	2019
4136	GeekCase eSports	2019-09-13	2023-11-19
4136	Boavista FC	2019-09-13	2020
4136	Havan Liberty		2023-11-19
4136	Boavista FC	2020-12-13	2023-11-19
4136	SAMCLAN Esports	2020-08-13	2020
4136	Cruzeiro eSports	2020-12-13	2021
4136	Miners	2021-03-23	2022
4136	Miners Academy	2022-06-10	2022
4136	BRUTE	2023-05-18	2023
4136	Miners Female	2023-06-29	2023-11-19
4138	Rise Gaming Female	2022-07-06	2023
4139	KLG Academy	2021-02-03	2021
4139	Newstar	2021-05-14	2021
4139	RED Academy	2021-12-16	2022
4139	VKS Academy	2023-06-23	2023-11-19
4140	Karma Clan Esports	2021-05-30	2021
4140	Odivelas Sports Club	2022-01-15	2022
4140	Maycam Evolve	2023-01-18	2023
4141	Coven	2023-03-30	2023-11-19
4142	PEX Team	2018-10-26	2019
4142	Estral Esports	2019-05-19	2020
4142	Arctic Mexico	2020-01-29	2020
4142	Fatal Ambition	2021-01-31	2021
4142	Saprissa Esports	2021-12-28	2023-11-19
4143	Instinct Gaming	2018-07-01	2018
4143	Low Pressur3	2019-06-01	2019
4143	G-Pride	2019-12-22	2020
4143	Polaris Gaming	2020-02-20	2020
4143	G-Pride	2020-04-23	2020
4143	Instinct Gaming	2020-10-01	2021
4143	Descuydado Esports	2021-05-20	2021
4143	Saprissa Esports	2021-12-28	2023
4144	Darkness Eagles	2016-02-01	2016
4144	INFINITY	2016-12-29	2019
4144	INFINITY	2019-11-21	2020
4144	Kaos Latin Gamers	2020-12-15	2021
4144	The Kings	2022-01-13	2022
4144	Saprissa Esports	2022-12-23	2023-11-19
4145	LoL Academia	2018-01-23	2018
4145	OG Esports	2018-06-11	2019
4145	Infinity Costa Rica	2019-01-14	2020
4145	OG Esports	2020-03-25	2020
4145	Descuydado Esports	2021-01-06	2022
4145	Saprissa Esports	2022-12-23	2023
4146	Hunters Esports	2019-12-24	2020
4146	Loto Gaming	2020-05-28	2021
4146	Zeu5 Bogota	2021-01-05	2021
4146	Zeu5 Bogota	2021-11-01	2021
4146	All Knights	2021-12-10	2022
4146	Estral Esports	2022-03-10	2022
4146	Atheris Esports	2022-05-15	2022
4146	Zeu5 Bogota	2022-06-27	2022
4146	PÊEK Gaming	2022-12-27	2023
4146	Saprissa Esports	2023-05-20	2023-11-19
4147	Janus Vipers	2021-01-31	2021
4147	Pirate Dream	2022-01-14	2022
4147	Pirate Dream	2022-10-25	2023
4147	Saprissa Esports	2023-01-04	2023-11-19
4148	Hafnet eSports	2015-07-17	2016
4148	Hafnet eSports	2016-10-01	2017
4148	Gaming Gaming	2017-12-12	2018
4148	Isurus	2018-05-26	2019
4148	Falkol	2019-12-10	2020
4148	INFINITY	2020-12-16	2021
4148	KRÜ Esports	2022-01-13	2022
4148	Leviatan	2022-05-12	2022
4148	The Kings	2022-12-28	2023
4148	PRIMATE	2023-05-30	2023-11-19
4149	Malvinas Gaming	2019-08-02	2019
4149	Furious Academy	2019-11-04	2020
4149	Nocturns Gaming	2020-01-16	2020
4149	Furious Argentina	2020-02-27	2020
4149	River Plate	2020-05-25	2022
4149	Movistar Optix	2022-04-19	2022
4149	Boca Juniors	2022-05-18	2023
4149	PRIMATE	2023-01-12	2023
4149	PRIMATE	2023-05-30	2023-11-19
4150	Feint Gaming	2019-06-03	2019
4150	Undead Gaming	2019-11-04	2020
4150	Rensga Esports	2020-12-08	2021
4150	Rensga Academy	2021-01-19	2021
4150	Rensga Esports	2021-01-30	2021
4150	Rensga Academy	2021-03-16	2021
4150	Rainbow7	2021-04-27	2021
4150	Pampas	2022-01-24	2022
4150	River Plate	2023-01-18	2023
4150	PRIMATE	2023-05-30	2023-11-19
4151	Hafnet eSports	2015-10-05	2016
4151	Bencheados	2016-05-18	2016
4151	Dark Horse	2017-01-15	2017
4151	Rebirth eSports	2017-05-18	2017
4151	Hafnet eSports	2017-11-18	2018
4151	Coscu Army	2018-05-25	2018
4151	Rebirth eSports	2018-12-22	2020
4151	Pixel Esports Club	2020-03-04	2020
4151	XTEN Esports	2020-06-10	2020
4151	INFINITY	2020-12-16	2022
4151	Pampas	2023-01-12	2023
4151	PRIMATE	2023-05-30	2023-11-19
4152	Feint Gaming	2019-03-14	2019
4152	Holy Knights	2020-02-27	2020
4152	Wygers Argentina	2020-08-06	2020
4152	Globant Emerald	2021-01-05	2022
4152	XTEN Esports	2022-05-14	2022
4152	Pampas	2023-01-12	2023
4152	PRIMATE	2023-05-30	2023-11-19
4153	Coscu Army	2018-09-27	2023-11-19
